,,,Walmart,702 S.W. Eighth St.,Bentonville,Arkansas,72716,,
,,,Campbell Soup,1 Campbell Place,Camden,New Jersey,8103,,
,,,AECOM,555 S. Flower St.,Los Angeles,California,90071,,
,,,Visteon,1 Village Center Dr.,Van Buren Township,Michigan,48111,,
,,,Delek US Holdings,7102 Commerce Way,Brentwood,Tennessee,37027,,
,,,Dover,3005 Highland Pkwy.,Downers Grove,Illinois,60515,,
,,,BorgWarner,3850 Hamlin Rd.,Auburn Hills,Michigan,48326,,
,,,Jarden,1800 N. Military Trail,Boca Raton,Florida,33431,,
,,,UGI,460 N. Gulph Rd.,King of Prussia,Pennsylvania,19406,,
,,,Murphy Oil,200 Peach St.,El Dorado,Arkansas,71730,,
,,,PVH,200 Madison Ave.,New York,New York,10016,,
,,,Core-Mark Holding,395 Oyster Point Blvd.,South San Francisc,California,94080,,
,,,Calpine,717 Texas Ave.,Houston,Texas,77002,,
,,,D.R. Horton,301 Commerce St.,Fort Worth,Texas,76102,,
,,,Weyerhaeuser,33663 Weyerhaeuser Way S.,Federal Way,Washington,98003,,
,,,KKR,9 W. 57th St.,New York,New York,10019,,
,,,FMC Technologies,5875 N. Sam Houston Pkwy. W.,Houston,Texas,77086,,
,,,American Family Insurance Group,6000 American Pkwy.,Madison,Wisconsin,53783,,
,,,SpartanNash,850 76th St. S.W.,Grand Rapids,Michigan,49518,,
,,,WESCO International,225 W. Station Square Dr.,Pittsburgh,Pennsylvania,15219,,
,,,Quanta Services,2800 Post Oak Blvd.,Houston,Texas,77056,,
,,,Mohawk Industries,160 S. Industrial Blvd.,Calhoun,Georgia,30701,,
,,,Motorola Solutions,1303 E. Algonquin Rd.,Schaumburg,Illinois,60196,,
,,,Lennar,700 N.W. 107th Ave.,Miami,Florida,33172,,
,,,TravelCenters of America,24601 Center Ridge Rd.,Westlake,Ohio,44145,,
,,,Sealed Air,200 Riverfront Blvd.,Elmwood Park,New Jersey,7407,,
,,,Eversource Energy,1 Federal St.,Springfield,Massachusetts,1105,,
,,,Coca-Cola Enterprises,2500 Windy Ridge Pkwy.,Atlanta,Georgia,30339,,
,,,Celgene,86 Morris Ave.,Summit,New Jersey,7901,,
,,,Williams,1 Williams Center,Tulsa,Oklahoma,74172,,
,,,Ashland,50 E. RiverCenter Blvd.,Covington,Kentucky,41011,,
,,,Interpublic Group,1114 Ave. of the Americas,New York,New York,10036,,
,,,Blackstone Group,345 Park Ave.,New York,New York,10154,,
,,,Ralph Lauren,650 Madison Ave.,New York,New York,10022,,
,,,Quest Diagnostics,3 Giralda Farms,Madison,New Jersey,7940,,
,,,Hershey,100 Crystal A Dr.,Hershey,Pennsylvania,17033,,
,,,Terex,200 Nyala Farm Rd.,Westport,Connecticut,6880,,
,,,Boston Scientific,1 Boston Scientific Place,Natick,Massachusetts,1760,,
,,,Newmont Mining,6363 S. Fiddler's Green Circl,Greenwood Village,Colorado,80111,,
,,,Allergan,2525 Dupont Dr.,Irvine,California,92612,,
,,,O'Reilly Automotive,233 S. Patterson Ave.,Springfield,Missouri,65802,,
,,,Casey's General Stores,1 Convenience Blvd.,Ankeny,Iowa,50021,,
,,,CMS Energy,1 Energy Plaza,Jackson,Michigan,49201,,
,,,Foot Locker,112 W. 34th St.,New York,New York,10120,,
,,,W.R. Berkley,475 Steamboat Rd.,Greenwich,Connecticut,6830,,
,,,PetSmart,19601 N. 27th Ave.,Phoenix,Arizona,85027,,
,,,Pacific Life,1111 Louisiana St.,Houston,Texas,77002,,
,,,Commercial Metals,6565 N. MacArthur Blvd.,Irving,Texas,75039,,
,,,Agilent Technologies,5301 Stevens Creek Blvd.,Santa Clara,California,95051,,
,,,Huntington Ingalls Industries,4101 Washington Ave.,Newport News,Virginia,23607,,
,,,Mutual of Omaha Insurance,Mutual of Omaha Plaza,Omaha,Nebraska,68175,,
,,,Live Nation Entertainment,9348 Civic Center Dr.,Beverly Hills,California,90210,,
,,,Dick's Sporting Goods,345 Court St.,Coraopolis,Pennsylvania,15108,,
,,,Oshkosh,2307 Oregon St.,Oshkosh,Wisconsin,54902,,
,,,Celanese,222 W. Las Colinas Blvd.,Irving,Texas,75039,,
,,,Spirit AeroSystems Holdings,3801 S. Oliver St.,Wichita,Kansas,67210,,
,,,United Natural Foods,313 Iron Horse Way,Providence,Rhode Island,2908,,
,,,Peabody Energy,701 Market St.,St. Louis,Missouri,63101,,
,,,Owens-Illinois,1 Michael Owens Way,Perrysburg,Ohio,43551,,
,,,Dillard's,1600 Cantrell Rd.,Little Rock,Arkansas,72201,,
,,,Level 3 Communications,1025 Eldorado Blvd.,Broomfield,Colorado,80021,,
,,,Pantry,305 Gregson Dr.,Cary,North Carolina,27511,,
,,,LKQ,500 W. Madison St.,Chicago,Illinois,60661,,
,,,Integrys Energy Group,130 E. Randolph St.,Chicago,Illinois,60601,,
,,,Symantec,350 Ellis St.,Mountain View,California,94043,,
,,,Buckeye Partners,1 Greenway Plaza,Houston,Texas,77046,,
,,,Ryder System,11690 N.W. 105th St.,Miami,Florida,33178,,
,,,SanDisk,951 SanDisk Dr.,Milpitas,California,95035,,
,,,Rockwell Automation,1201 S. Second St.,Milwaukee,Wisconsin,53204,,
,,,Dana Holding,3939 Technology Dr.,Maumee,Ohio,43537,,
,,,Lansing Trade Group,"10975 Benson Drive, Suite 400",Overland,Kansas,66210,,
,,,NCR,3097 Satellite Blvd.,Duluth,Georgia,30096,,
,,,Expeditors International of Was,1015 Third Ave.,Seattle,Washington,98104,,
,,,Omnicare,201 E. Fourth St.,Cincinnati,Ohio,45202,,
,,,AK Steel Holding,9227 Centre Pointe Dr.,West Chester,Ohio,45069,,
,,,Fifth Third Bancorp,38 Fountain Square Plaza,Cincinnati,Ohio,45263,,
,,,Seaboard,9000 W. 67th St.,Shawnee Mission,Kansas,66202,,
,,,NiSource,801 E. 86th Ave.,Merrillville,Indiana,46410,,
,,,Cablevision Systems,1111 Stewart Ave.,Bethpage,New York,11714,,
,,,Anixter International,2301 Patriot Blvd.,Glenview,Illinois,60026,,
,,,EMCOR Group,301 Merritt Seven,Norwalk,Connecticut,6851,,
,,,Fidelity National Information S,601 Riverside Ave.,Jacksonville,Florida,32204,,
,,,Barnes & Noble,122 Fifth Ave.,New York,New York,10011,,
,,,KBR,601 Jefferson St.,Houston,Texas,77002,,
,,,Auto-Owners Insurance,6101 Anacapri Blvd.,Lansing,Michigan,48917,,
,,,Jones Financial,12555 Manchester Rd.,Des Peres,Missouri,63131,,
,,,Avery Dennison,207 Goode Ave.,Glendale,California,91203,,
,,,NetApp,495 E. Java Dr.,Sunnyvale,California,94089,,
,,,iHeartMedia,200 E. Basse Rd.,San Antonio,Texas,78209,,
,,,Discovery Communications,1 Discovery Place,Silver Spring,Maryland,20910,,
,,,Harley-Davidson,3700 W. Juneau Ave.,Milwaukee,Wisconsin,53208,,
,,,Sanmina,2700 N. First St.,San Jose,California,95134,,
,,,Trinity Industries,2525 N. Stemmons Freeway,Dallas,Texas,75207,,
,,,J.B. Hunt Transport Services,615 J.B. Hunt Corporate Dr.,Lowell,Arkansas,72745,,
,,,Charles Schwab,211 Main St.,San Francisco,California,94105,,
,,,Erie Insurance Group,100 Erie Insurance Place,Erie,Pennsylvania,16530,,
,,,Dr Pepper Snapple Group,5301 Legacy Dr.,Plano,Texas,75024,,
,,,Ameren,1901 Chouteau Ave.,St. Louis,Missouri,63103,,
,,,Mattel,333 Continental Blvd.,El Segundo,California,90245,,
,,,Laboratory Corp. of America,358 S. Main St.,Burlington,North Carolina,27215,,
,,,TEGNA,7950 Jones Branch Dr.,McLean,Virginia,22107,,
,,,Starwood Hotels & Resorts,1 StarPoint,Stamford,Connecticut,6902,,
,,,General Cable,4 Tesseneer Dr.,Highland Heights,Kentucky,41076,,
,,,A-Mark Precious Metals,"429 Santa Monica Boulevard, S",Santa Monica,California,90401,,
,,,Graybar Electric,34 N. Meramec Ave.,St. Louis,Missouri,63105,,
,,,Energy Future Holdings,1601 Bryan St.,Dallas,Texas,75201,,
,,,HRG Group,450 Park Ave.,New York,New York,10022,,
,,,MRC Global,909 Fannin St.,Houston,Texas,77010,,
,,,Spectra Energy,5400 Westheimer Court,Houston,Texas,77056,,
,,,Asbury Automotive Group,2905 Premiere Pkwy. N.W.,Duluth,Georgia,30097,,
,,,Packaging Corp. of America,1955 W. Field Court,Lake Forest,Illinois,60045,,
,,,Windstream Holdings,4001 Rodney Parham Rd.,Little Rock,Arkansas,72212,,
,,,PulteGroup,100 Bloomfield Hills Pkwy.,Bloomfield Hills,Michigan,48304,,
,,,JetBlue Airways,27-01 Queens Plaza N.,Long Island City,New York,11101,,
,,,Newell Rubbermaid,3 Glenlake Pkwy.,Atlanta,Georgia,30328,,
,,,Con-way,2211 Old Earhart Rd.,Ann Arbor,Michigan,48105,,
,,,Calumet Specialty Products Part,2780 Waterfront Pkwy. E. Dr.,Indianapolis,Indiana,46214,,
,,,Expedia,333 108th Ave. N.E.,Bellevue,Washington,98004,,
,,,American Financial Group,301 E. Fourth St.,Cincinnati,Ohio,45202,,
,,,Tractor Supply,200 Powell Place,Brentwood,Tennessee,37027,,
,,,United Rentals,100 First Stamford Place,Stamford,Connecticut,6902,,
,,,Ingredion,5 Westbrook Corporate Center,Westchester,Illinois,60154,,
,,,Navient,123 Justison Street,Wilmington,Delaware,19801,,
,,,MeadWestvaco,501 S. Fifth St.,Richmond,Virginia,23219,,
,,,AGL Resources,10 Peachtree Place N.E.,Atlanta,Georgia,30309,,
,,,St. Jude Medical,1 St. Jude Medical Dr.,St. Paul,Minnesota,55117,,
,,,J.M. Smucker,1 Strawberry Lane,Orrville,Ohio,44667,,
,,,Western Union,12500 E.Belford Ave.,Englewood,Colorado,80112,,
,,,Clorox,1221 Broadway,Oakland,California,94612,,
,,,Domtar,100 Kingsley Park Dr.,Fort Mill,South Carolina,29715,,
,,,Kelly Services,999 W. Big Beaver Rd.,Troy,Michigan,48084,,
,,,Old Republic International,307 N. Michigan Ave.,Chicago,Illinois,60601,,
,,,Advanced Micro Devices,1 AMD Place,Sunnyvale,California,94085,,
,,,Netflix,100 Winchester Circle,Los Gatos,California,95032,,
,,,Booz Allen Hamilton Holding,8283 Greensboro Dr.,McLean,Virginia,22102,,
,,,Quintiles Transnational Holding,4820 Emperor Blvd.,Durham,North Carolina,27703,,
,,,Wynn Resorts,3131 Las Vegas Blvd. S.,Las Vegas,Nevada,89109,,
,,,Jones Lang LaSalle,200 E. Randolph Dr.,Chicago,Illinois,60601,,
,,,Regions Financial,1900 Fifth Ave. N.,Birmingham,Alabama,35203,,
,,,CH2M Hill,9191 S. Jamaica St.,Englewood,Colorado,80112,,
,,,Western & Southern Financial Gr,400 Broadway,Cincinnati,Ohio,45202,,
,,,Lithia Motors,150 N. Bartlett St.,Medford,Oregon,97501,,
,,,salesforce.com,1 Market St.,San Francisco,California,94105,,
,,,Alaska Air Group,19300 International Blvd.,Seattle,Washington,98188,,
,,,Host Hotels & Resorts,6903 Rockledge Dr.,Bethesda,Maryland,20817,,
,,,Harman International Industries,400 Atlantic St.,Stamford,Connecticut,6901,,
,,,Amphenol,358 Hall Ave.,Wallingford,Connecticut,6492,,
,,,Realogy Holdings,175 Park Ave.,Madison,New Jersey,7940,,
,,,Essendant,1 Parkway N. Blvd.,Deerfield,Illinois,60015,,
,,,Hanesbrands,1000 E. Hanes Mill Rd.,Winston-Salem,North Carolina,27105,,
,,,Kindred Healthcare,680 S. Fourth St.,Louisville,Kentucky,40202,,
,,,ARRIS Group,3871 Lakefield Dr.,Suwanee,Georgia,30024,,
,,,Insight Enterprises,6820 S. Harl Ave.,Tempe,Arizona,85283,,
,,,Alliance Data Systems,7500 Dallas Pkwy.,Plano,Texas,75024,,
,,,LifePoint Health,330 Seven Springs Way,Brentwood,Tennessee,37027,,
,,,Pioneer Natural Resources,5205 N. O'Connor Blvd.,Irving,Texas,75039,,
,,,Wyndham Worldwide,22 Sylvan Way,Parsippany,New Jersey,7054,,
,,,Owens Corning,1 Owens Corning Pkwy.,Toledo,Ohio,43659,,
,,,Alleghany,7 Times Sq.,New York,New York,10036,,
,,,McGraw Hill Financial,1221 Ave. of the Americas,New York,New York,10020,,
,,,Big Lots,300 Phillipi Rd.,Columbus,Ohio,43228,,
,,,Northern Tier Energy,38C Grove St.,Ridgefield,Connecticut,6877,,
,,,Hexion,180 E. Broad St.,Columbus,Ohio,43215,,
,,,Markel,4521 Highwoods Pkwy.,Glen Allen,Virginia,23060,,
,,,Noble Energy,100 Noble Energy Way,Houston,Texas,77070,,
,,,Leidos Holdings,11951 Freedom Dr.,Reston,Virginia,20190,,
,,,Rockwell Collins,400 Collins Rd. N.E.,Cedar Rapids,Iowa,52498,,
,,,Airgas,259 N. Radnor-Chester Rd.,Radnor,Pennsylvania,19087,,
,,,Sprague Resources,185 International Dr.,Portsmouth,New Hampshire,3801,,
,,,YRC Worldwide,10990 Roe Ave.,Overland Park,Kansas,66211,,
,,,Hanover Insurance Group,440 Lincoln St.,Worcester,Massachusetts,1653,,
,,,Fiserv,255 Fiserv Dr.,Brookfield,Wisconsin,53045,,
,,,Lorillard,714 Green Valley Rd.,Greensboro,North Carolina,27408,,
,,,American Tire Distributors Hold,12200 Herbert Wayne Court,Huntersville,North Carolina,28078,,
,,,ABM Industries,551 Fifth Ave.,New York,New York,10176,,
,,,Sonoco Products,1 N. Second St.,Hartsville,South Carolina,29550,,
,,,Harris,1025 W. NASA Blvd.,Melbourne,Florida,32919,,
,,,Telephone & Data Systems,30 N. LaSalle St.,Chicago,Illinois,60602,,
,,,WEC Energy Group,231 W. Michigan St.,Milwaukee,Wisconsin,53203,,
,,,Linn Energy,600 Travis St.,Houston,Texas,77002,,
,,,Raymond James Financial,880 Carillon Pkwy.,St. Petersburg,Florida,33716,,
,,,Berry Plastics Group,101 Oakley St.,Evansville,Indiana,47710,,
,,,Regency Energy Partners,2001 Bryan St.,Dallas,Texas,75201,,
,,,SCANA,100 Scana Pkwy.,Cayce,South Carolina,29033,,
,,,Cincinnati Financial,6200 S. Gilmore Rd.,Fairfield,Ohio,45014,,
,,,Atmos Energy,5430 L.B.J. Freeway,Dallas,Texas,75240,,
,,,Pepco Holdings,701 Ninth St. N.W.,Washington,District of Columbia,20068,,
,,,Flowserve,5215 N. O'Connor Blvd.,Irving,Texas,75039,,
,,,Simon Property Group,225 W. Washington St.,Indianapolis,Indiana,46204,,
,,,Constellation Brands,207 High Point Dr.,Victor,New York,14564,,
,,,Quad/Graphics,N61 W23044 Harry's Way,Sussex,Wisconsin,53089,,
,,,Burlington Stores,1830 Route 130 N.,Burlington,New Jersey,8016,,
,,,Neiman Marcus Group,1618 Main St.,Dallas,Texas,75201,,
,,,Bemis,1 Neenah Center,Neenah,Wisconsin,54956,,
,,,Coach,516 W. 34th St.,New York,New York,10001,,
,,,Continental Resources,20 N. Broadway,Oklahoma City,Oklahoma,73102,,
,,,Ascena Retail Group,30 Dunnigan Dr.,Suffern,New York,10901,,
,,,Zoetis,100 Campus Drive,Florham Park,New Jersey,7932,,
,,,Orbital ATK,1300 Wilson Blvd.,Arlington,Virginia,22209,,
,,,Frontier Communications,3 High Ridge Park,Stamford,Connecticut,6905,,
,,,Levi Strauss,1155 Battery St.,San Francisco,California,94111,,
,,,SPX,13320 Ballantyne Corporate Pl,Charlotte,North Carolina,28277,,
,,,CF Industries Holdings,4 Pkwy. N.,Deerfield,Illinois,60015,,
,,,Michaels Cos.,8000 Bent Branch Dr.,Irving,Texas,75063,,
,,,M&T Bank Corp.,1 M&T Plaza,Buffalo,New York,14203,,
,,,Rush Enterprises,555 Interstate 35 S.,New Braunfels,Texas,78130,,
,,,Aleris,25825 Science Park Dr.,Cleveland,Ohio,44122,,
,,,Nexeo Solutions Holdings,3 Waterway Square Place,The Woodlands,Texas,77380,,
,,,Keurig Green Mountain,33 Coffee Lane,Waterbury,Vermont,5676,,
,,,Superior Energy Services,1001 Louisiana St.,Houston,Texas,77002,,
,,,Williams-Sonoma,3250 Van Ness Ave.,San Francisco,California,94109,,
,,,Robert Half International,2884 Sand Hill Rd.,Menlo Park,California,94025,,
,,,Nvidia,2701 San Tomas Expressway,Santa Clara,California,95050,,
,,,First American Financial,1 First American Way,Santa Ana,California,92707,,
,,,Zimmer Holdings,345 E. Main St.,Warsaw,Indiana,46580,,
,,,MDU Resources Group,1200 W. Century Ave.,Bismarck,North Dakota,58503,,
,,,Juniper Networks,1194 N. Mathilda Ave.,Sunnyvale,California,94089,,
,,,Arthur J. Gallagher,2 Pierce Place,Itasca,Illinois,60143,,
,,,Colfax,8170 Maple Lawn Blvd.,Fulton,Maryland,20759,,
,,,Cliffs Natural Resources,200 Public Sq.,Cleveland,Ohio,44114,,
,,,Yahoo,701 First Ave.,Sunnyvale,California,94089,,
,,,MasTec,800 S. Douglas Rd.,Coral Gables,Florida,33134,,
,,,Lam Research,4650 Cushing Pkwy.,Fremont,California,94538,,
,,,Axiall,1000 Abernathy Rd. N.E.,Atlanta,Georgia,30328,,
,,,Intercontinental Exchange,"5660 New Northside Drive NW,",Atlanta,Georgia,30328,,
,,,Cintas,6800 Cintas Blvd.,Cincinnati,Ohio,45262,,
,,,Coty,350 Fifth Ave.,New York,New York,10118,,
,,,CA,1 CA Plaza,Islandia,New York,11749,,
,,,Andersons,480 W. Dussel Dr.,Maumee,Ohio,43537,,
,,,Valspar,901 Third Ave. S.,Minneapolis,Minnesota,55402,,
,,,Northern Trust,50 S. LaSalle St.,Chicago,Illinois,60603,,
,,,Intuit,2700 Coast Ave.,Mountain View,California,94043,,
,,,Tutor Perini,15901 Olden St.,Sylmar,California,91342,,
,,,Polaris Industries,2100 Hwy. 55,Medina,Minnesota,55340,,
,,,Hospira,275 N. Field Dr.,Lake Forest,Illinois,60045,,
,,,FM Global,270 Central Ave.,Johnston,Rhode Island,2919,,
,,,NVR,11700 Plaza America Dr.,Reston,Virginia,20190,,
,,,Liberty Media,12300 Liberty Blvd.,Englewood,Colorado,80112,,
,,,Energizer Holdings,533 Maryville University Dr.,St. Louis,Missouri,63141,,
,,,Bloomin' Brands,2202 N. West Shore Blvd.,Tampa,Florida,33607,,
,,,Avaya,4655 Great American Pkwy.,Santa Clara,California,95054,,
,,,Westlake Chemical,2801 Post Oak Blvd.,Houston,Texas,77056,,
,,,Hyatt Hotels,71 S. Wacker Dr.,Chicago,Illinois,60606,,
,,,Mead Johnson Nutrition,2701 Patriot Blvd.,Glenview,Illinois,60026,,
,,,Activision Blizzard,3100 Ocean Park Blvd.,Santa Monica,California,90405,,
,,,Protective Life,2801 Hwy. 280 S.,Birmingham,Alabama,35223,,
,,,Envision Healthcare Holdings,6200 S. Syracuse Way,Greenwood Village,Colorado,80111,,
,,,Fortune Brands Home & Security,520 Lake Cook Rd.,Deerfield,Illinois,60015,,
,,,RPM International,2628 Pearl Rd.,Medina,Ohio,44256,,
,,,VWR,100 Matsonford Rd.,Radnor,Pennsylvania,19087,,
,,,LPL Financial Holdings,75 State St.,Boston,Massachusetts,2109,,
,,,KeyCorp,127 Public Sq.,Cleveland,Ohio,44114,,
,,,Swift Transportation,2200 S. 75th Ave.,Phoenix,Arizona,85043,,
,,,Alpha Natural Resources,1 Alpha Place,Bristol,Virginia,24202,,
,,,Hasbro,1027 Newport Ave.,Pawtucket,Rhode Island,2861,,
,,,Resolute Forest Products,5300 Cureton Ferry Rd.,Catawba,South Carolina,29704,,
,,,Tiffany,727 Fifth Ave.,New York,New York,10022,,
,,,McCormick,18 Loveton Circle,Sparks,Maryland,21152,,
,,,Graphic Packaging Holding,1500 Riveredge Pkwy.,Atlanta,Georgia,30328,,
,,,Greif,425 Winter Rd.,Delaware,Ohio,43015,,
,,,Allegheny Technologies,50 S. LaSalle St.,Chicago,Illinois,60603,,
,,,Securian Financial Group,400 Robert St. N.,St. Paul,Minnesota,55101,,
,,,B/E Aerospace,1400 Corporate Center Way,Wellington,Florida,33414,,
,,,Exelis,1650 Tysons Blvd.,McLean,Virginia,22102,,
,,,Adobe Systems,345 Park Ave.,San Jose,California,95110,,
,,,Molson Coors Brewing,1225 17th St.,Denver,Colorado,80202,,
,,,Roundy's,875 E. Wisconsin Ave.,Milwaukee,Wisconsin,53202,,
,,,CNO Financial Group,11825 N. Pennsylvania St.,Carmel,Indiana,46032,,
,,,Adams Resources & Energy,17 S. Briar Hollow Lane,Houston,Texas,77027,,
,,,Belk,2801 W. Tyvola Rd.,Charlotte,North Carolina,28217,,
,,,Chipotle Mexican Grill,1401 Wynkoop St.,Denver,Colorado,80202,,
,,,American Tower,116 Huntington Ave.,Boston,Massachusetts,2116,,
,,,FMC,1735 Market St.,Philadelphia,Pennsylvania,19103,,
,,,Hillshire Brands,400 S. Jefferson St.,Chicago,Illinois,60607,,
,,,AmTrust Financial Services,59 Maiden Lane,New York,New York,10038,,
,,,Brunswick,1 N. Field Court,Lake Forest,Illinois,60045,,
,,,Patterson,1031 Mendota Heights Rd.,St. Paul,Minnesota,55120,,
,,,Southwestern Energy,2350 N. Sam Houston Pkwy. E.,Houston,Texas,77032,,
,,,Ametek,1100 Cassatt Rd.,Berwyn,Pennsylvania,19312,,
,,,T. Rowe Price,100 E. Pratt St.,Baltimore,Maryland,21202,,
,,,Torchmark,3700 S. Stonebridge Dr.,McKinney,Texas,75070,,
,,,Darling Ingredients,"251 O?Connor Ridge, Ste. 300",Irving,Texas,75038,,
,,,Leggett & Platt,1 Leggett Rd.,Carthage,Missouri,64836,,
,,,Watsco,2665 S. Bayshore Dr.,Miami,Florida,33133,,
,,,Crestwood Equity Partners,"700 Louisiana St., Suite 2550",Houston,Texas,77022,,
,,,Xylem,1 International Dr.,Rye Brook,New York,10573,,
,,,Silgan Holdings,4 Landmark Sq.,Stamford,Connecticut,6901,,
,,,Toll Brothers,250 Gibraltar Rd.,Horsham,Pennsylvania,19044,,
,,,Manitowoc,2400 S. 44th St.,Manitowoc,Wisconsin,54220,,
,,,Science Applications Internatio,1710 Saic Dr.,McLean,Virginia,22102,,
,,,Carlyle Group,1001 Pennsylvania Ave. N.W.,Washington,District of Columbia,20004,,
,,,Timken,1835 Dueber Ave. S.W.,Canton,Ohio,44706,,
,,,Genesis Energy,919 Milam St.,Houston,Texas,77002,,
,,,WPX Energy,1 Williams Center,Tulsa,Oklahoma,74172,,
,,,CareFusion,3750 Torrey View Court,San Diego,California,92130,,
,,,Pitney Bowes,1 Elmcroft Rd.,Stamford,Connecticut,6926,,
,,,Ingles Markets,2913 U.S. Hwy. 70 W.,Black Mountain,North Carolina,28711,,
,,,PolyOne,33587 Walker Rd.,Avon Lake,Ohio,44012,,
,,,Brookdale Senior Living,111 Westwood Place,Brentwood,Tennessee,37027,,
,,,CommScope Holding,1100 CommScope Place S.E.,Hickory,North Carolina,28602,,
,,,Meritor,2135 W. Maple Rd.,Troy,Michigan,48084,,
,,,Joy Global,100 E. Wisconsin Ave.,Milwaukee,Wisconsin,53202,,
,,,Unified Grocers,5200 Sheila St.,Commerce,California,90040,,
,,,Triumph Group,899 Cassatt Rd.,Berwyn,Pennsylvania,19312,,
,,,Magellan Health,55 Nod Rd.,Avon,Connecticut,6001,,
,,,Sally Beauty Holdings,3001 Colorado Blvd.,Denton,Texas,76210,,
,,,Flowers Foods,1919 Flowers Circle,Thomasville,Georgia,31757,,
,,,Abercrombie & Fitch,6301 Fitch Path,New Albany,Ohio,43054,,
,,,New Jersey Resources,1415 Wyckoff Rd.,Wall,New Jersey,7719,,
,,,Fastenal,2001 Theurer Blvd.,Winona,Minnesota,55987,,
,,,NII Holdings,1875 Explorer St.,Reston,Virginia,20190,,
,,,Consol Energy,1000 Consol Energy Dr.,Canonsburg,Pennsylvania,15317,,
,,,USG,550 W. Adams St.,Chicago,Illinois,60661,,
,,,Brink's,1801 Bayberry Court,Richmond,Virginia,23226,,
,,,Helmerich & Payne,1437 S. Boulder Ave.,Tulsa,Oklahoma,74119,,
,,,Lexmark International,740 W. New Circle Rd.,Lexington,Kentucky,40550,,
,,,American Axle & Manufacturing,1 Dauch Dr.,Detroit,Michigan,48211,,
,,,Crown Castle International,1220 Augusta Dr.,Houston,Texas,77057,,
,,,Targa Energy,"1000 Louisiana, Suite 4300",Houston,Texas,77002,,
,,,Oceaneering International,11911 FM 529 Rd.,Houston,Texas,77041,,
,,,Cabot,2 Seaport Lane,Boston,Massachusetts,2210,,
,,,CIT Group,11 W. 42nd St.,New York,New York,10036,,
,,,Cabela's,1 Cabela Dr.,Sidney,Nebraska,69160,,
,,,Forest Laboratories,909 Third Ave.,New York,New York,10022,,
,,,DCP Midstream Partners,370 17th St.,Denver,Colorado,80202,,
,,,Ryerson Holding,227 W. Monroe St.,Chicago,Illinois,60606,,
,,,QEP Resources,1050 17th St.,Denver,Colorado,80265,,
,,,Thor Industries,601 E. Beardsley Ave.,Elkhart,Indiana,46514,,
,,,HSN,1 HSN Dr.,St. Petersburg,Florida,33729,,
,,,Graham Holdings,1150 15th St. N.W.,Washington,District of Columbia,20071,,
,,,Electronic Arts,209 Redwood Shores Pkwy.,Redwood City,California,94065,,
,,,Boise Cascade,1111 W. Jefferson St.,Boise,Idaho,83702,,
,,,Hub Group,2000 Clearwater Dr.,Oak Brook,Illinois,60523,,
