,,,Walmart,702 S.W. Eighth St.,Bentonville,Arkansas,72716,,
,,,CACI International,1100 N. Glebe Rd.,Arlington,Virginia,22201,,
,,,Roper Technologies,6901 Professional Pkwy. E.,Sarasota,Florida,34240,,
,,,Towers Watson,875 Third Ave.,New York,New York,10022,,
,,,Smart & Final Stores,600 Citadel Drive,Commerce,California,90040,,
,,,Big Heart Pet Brands,1 Maritime Plaza,San Francisco,California,94111,,
,,,Fossil Group,901 S. Central Expressway,Richardson,Texas,75080,,
,,,Nasdaq OMX Group,1 Liberty Plaza,New York,New York,10006,,
,,,Country Financial,1701 N. Towanda Ave.,Bloomington,Illinois,61701,,
,,,Snap-on,2801 80th St.,Kenosha,Wisconsin,53143,,
,,,Pinnacle West Capital,400 N. Fifth St.,Phoenix,Arizona,85004,,
,,,EchoStar,100 Inverness Terrace E.,Englewood,Colorado,80112,,
,,,Systemax,11 Harbor Park Dr.,Port Washington,New York,11050,,
,,,WhiteWave Foods,1225 Seventeenth Street Ste 1,Denver,Colorado,80202,,
,,,CUNA Mutual Group,5910 Mineral Point Rd.,Madison,Wisconsin,53705,,
,,,Cooper Tire & Rubber,701 Lima Ave.,Findlay,Ohio,45840,,
,,,ADT,1501 Yamato Rd.,Boca Raton,Florida,33431,,
,,,Cerner,2800 Rockcreek Pkwy.,North Kansas City,Missouri,64117,,
,,,Clean Harbors,42 Longwater Dr.,Norwell,Massachusetts,2061,,
,,,First Solar,350 W. Washington St.,Tempe,Arizona,85281,,
,,,Lennox International,2140 Lake Park Blvd.,Richardson,Texas,75080,,
,,,Enable Midstream Partners,"211 N Robinson Ave., Suite 15",Oklahoma City,Oklahoma,73102,,
,,,Hubbell,40 Waterview Dr.,Shelton,Connecticut,6484,,
,,,Unisys,801 Lakeview Dr.,Blue Bell,Pennsylvania,19422,,
,,,Alliant Energy,4902 N. Biltmore Lane,Madison,Wisconsin,53718,,
,,,Health Care REIT,4500 Dorr St.,Toledo,Ohio,43615,,
,,,Moody's,250 Greenwich St.,New York,New York,10007,,
,,,C.R. Bard,730 Central Ave.,Murray Hill,New Jersey,7974,,
,,,Urban Outfitters,5000 S. Broad St.,Philadelphia,Pennsylvania,19112,,
,,,Church & Dwight,500 Charles Ewing Blvd.,Ewing,New Jersey,8628,,
,,,American Eagle Outfitters,77 Hot Metal St.,Pittsburgh,Pennsylvania,15203,,
,,,Oaktree Capital Group,333 S. Grand Ave.,Los Angeles,California,90071,,
,,,Regal Beloit,200 State St.,Beloit,Wisconsin,53511,,
,,,Men's Wearhouse,6380 Rogerdale Rd.,Houston,Texas,77072,,
,,,Cooper-Standard Holdings,39550 Orchard Hill Place Dr.,Novi,Michigan,48375,,
,,,W.R. Grace,7500 Grace Dr.,Columbia,Maryland,21044,,
,,,Ulta Salon Cosmetics & Fragranc,1000 Remington Blvd.,Bolingbrook,Illinois,60440,,
,,,Hawaiian Electric Industries,1001 Bishop St.,Honolulu,Hawaii,96813,,
,,,SkyWest,444 S. River Rd.,St. George,Utah,84790,,
,,,Green Plains,450 Regency Pkwy.,Omaha,Nebraska,68114,,
,,,LVB Acquisition,56 E. Bell Dr.,Warsaw,Indiana,46582,,
,,,NBTY,2100 Smithtown Ave.,Ronkonkoma,New York,11779,,
,,,Carlisle,11605 N. Community House Rd.,Charlotte,North Carolina,28277,,
,,,United Refining,15 Bradley St.,Warren,Pennsylvania,16365,,
,,,Tesla Motors,3500 Deer Creek Rd.,Palo Alto,California,94304,,
,,,Groupon,600 W. Chicago Ave.,Chicago,Illinois,60654,,
,,,Landstar System,13410 Sutton Park Dr. S.,Jacksonville,Florida,32224,,
,,,Patterson-UTI Energy,450 Gears Rd.,Houston,Texas,77067,,
,,,EP Energy,1001 Louisiana St.,Houston,Texas,77002,,
,,,ON Semiconductor,5005 E. McDowell Rd.,Phoenix,Arizona,85008,,
,,,Rent-A-Center,5501 Headquarters Dr.,Plano,Texas,75024,,
,,,SunGard Data Systems,680 E. Swedesford Rd.,Wayne,Pennsylvania,19087,,
,,,Citrix Systems,851 W. Cypress Creek Rd.,Fort Lauderdale,Florida,33309,,
,,,Amkor Technology,1900 S. Price Rd.,Chandler,Arizona,85286,,
,,,TD Ameritrade Holding,200 S. 108th Ave.,Omaha,Nebraska,68154,,
,,,Worthington Industries,200 Old Wilson Bridge Rd.,Columbus,Ohio,43085,,
,,,Valmont Industries,1 Valmont Plaza,Omaha,Nebraska,68154,,
,,,Iron Mountain,1 Federal St.,Boston,Massachusetts,2110,,
,,,Puget Energy,10885 N.E. 4th St.,Bellevue,Washington,98004,,
,,,CME Group,20 S. Wacker Dr.,Chicago,Illinois,60606,,
,,,IAC/InterActiveCorp,555 W. 18th St.,New York,New York,10011,,
,,,Par Petroleum,"800 Gessner Rd., Suite 875",Houston,Texas,77023,,
,,,Taylor Morrison Home,4900 N. Scottsdale Rd.,Scottsdale,Arizona,85251,,
,,,Chiquita Brands International,550 S. Caldwell St.,Charlotte,North Carolina,28202,,
,,,International Flavors & Fragran,521 W. 57th St.,New York,New York,10019,,
,,,Whiting Petroleum,1700 Broadway,Denver,Colorado,80290,,
,,,Under Armour,1020 Hull St.,Baltimore,Maryland,21230,,
,,,Ventas,353 N. Clark St.,Chicago,Illinois,60654,,
,,,NuStar Energy,19003 IH-10 W.,San Antonio,Texas,78257,,
,,,Select Medical Holdings,4714 Gettysburg Rd.,Mechanicsburg,Pennsylvania,17055,,
,,,Diebold,5995 Mayfair Rd.,North Canton,Ohio,44720,,
,,,American National Insurance,1 Moody Plaza,Galveston,Texas,77550,,
,,,Varian Medical Systems,3100 Hansen Way,Palo Alto,California,94304,,
,,,Apollo Education Group,4025 S. Riverpoint Pkwy.,Phoenix,Arizona,85040,,
,,,Westinghouse Air Brake Technolo,1001 Air Brake Ave.,Wilmerding,Pennsylvania,15148,,
,,,SunPower,77 Rio Robles,San Jose,California,95134,,
,,,Warner Music Group,75 Rockefeller Plaza,New York,New York,10019,,
,,,American Water Works,1025 Laurel Oak Rd.,Voorhees,New Jersey,8043,,
,,,H&R Block,1 H&R Block Way,Kansas City,Missouri,64105,,
,,,Mercury General,4484 Wilshire Blvd.,Los Angeles,California,90010,,
,,,TECO Energy,702 N. Franklin St.,Tampa,Florida,33602,,
,,,Service Corp. International,1929 Allen Pkwy.,Houston,Texas,77019,,
,,,Vulcan Materials,1200 Urban Center Dr.,Birmingham,Alabama,35242,,
,,,Brown-Forman,850 Dixie Hwy.,Louisville,Kentucky,40210,,
,,,Regal Entertainment Group,7132 Regal Lane,Knoxville,Tennessee,37918,,
,,,Tempur Sealy International,1000 Tempur Way,Lexington,Kentucky,40511,,
,,,Steelcase,901 44th St. S.E.,Grand Rapids,Michigan,49508,,
,,,MWI Veterinary Supply,3041 W. Pasadena Dr.,Boise,Idaho,83705,,
,,,RadioShack,300 RadioShack Circle,Fort Worth,Texas,76102,,
,,,Sprouts Farmers Market,11811 N. Tatum Blvd.,Phoenix,Arizona,85028,,
,,,Sabre,3150 Sabre Dr.,Southlake,Texas,76092,,
,,,Martin Marietta Materials,2710 Wycliff Rd.,Raleigh,North Carolina,27607,,
,,,Huntington Bancshares,41 S. High St.,Columbus,Ohio,43287,,
,,,Alere,51 Sawyer Rd.,Waltham,Massachusetts,2453,,
,,,TreeHouse Foods,2021 Spring Rd.,Oak Brook,Illinois,60523,,
,,,Arch Coal,1 CityPlace Dr.,St. Louis,Missouri,63141,,
,,,KLA-Tencor,1 Technology Dr.,Milpitas,California,95035,,
,,,Crane,100 First Stamford Place,Stamford,Connecticut,6902,,
,,,Iasis Healthcare,117 Seaboard Lane,Franklin,Tennessee,37067,,
,,,BWX Technologies,13024 Ballantyne Corporate Pl,Charlotte,North Carolina,28277,,
,,,Dentsply International,221 W. Philadelphia St.,York,Pennsylvania,17401,,
,,,Tribune Media,435 N. Michigan Ave.,Chicago,Illinois,60611,,
,,,ScanSource,6 Logue Court,Greenville,South Carolina,29615,,
,,,Univision Communications,605 Third Ave.,New York,New York,10158,,
,,,Brinker International,6820 L.B.J. Freeway,Dallas,Texas,75240,,
,,,Exterran Holdings,16666 Northchase Dr.,Houston,Texas,77060,,
,,,Carter's,3438 Peachtree Rd. N.E.,Atlanta,Georgia,30326,,
,,,Analog Devices,1 Technology Way,Norwood,Massachusetts,2062,,
,,,Genesco,1415 Murfreesboro Rd.,Nashville,Tennessee,37217,,
,,,Scotts Miracle-Gro,14111 Scottslawn Rd.,Marysville,Ohio,43041,,
,,,Convergys,201 E. Fourth St.,Cincinnati,Ohio,45202,,
,,,Exide Technologies,13000 Deerfield Pkwy.,Milton,Georgia,30004,,
,,,WABCO Holdings,1 Centennial Ave.,Piscataway,New Jersey,8854,,
,,,Kennametal,1600 Technology Way,Latrobe,Pennsylvania,15650,,
,,,Amerco,1325 Airmotive Way,Reno,Nevada,89502,,
,,,Bon-Ton Stores,2801 E. Market St.,York,Pennsylvania,17402,,
,,,Team Health Holdings,265 Brookview Centre Way,Knoxville,Tennessee,37919,,
,,,Regeneron Pharmaceuticals,777 Old Saw Mill River Rd.,Tarrytown,New York,10591,,
,,,Springleaf Holdings,601 N.W. Second St.,Evansville,Indiana,47708,,
,,,Lincoln Electric Holdings,22801 St. Clair Ave.,Cleveland,Ohio,44117,,
,,,Dresser-Rand Group,10205 Westheimer Rd.,Houston,Texas,77042,,
,,,West,11808 Miracle Hills Dr.,Omaha,Nebraska,68154,,
,,,Benchmark Electronics,3000 Technology Dr.,Angleton,Texas,77515,,
,,,Pall,25 Harbor Park Dr.,Port Washington,New York,11050,,
,,,Old Dominion Freight Line,500 Old Dominion Way,Thomasville,North Carolina,27360,,
,,,MSC Industrial Direct,75 Maxess Rd.,Melville,New York,11747,,
,,,Sentry Insurance Group,1800 N. Point Dr.,Stevens Point,Wisconsin,54481,,
,,,Sigma-Aldrich,3050 Spruce St.,St. Louis,Missouri,63103,,
,,,WGL Holdings,101 Constitution Ave. N.W.,Washington,District of Columbia,20080,,
,,,Weis Markets,1000 S. Second St.,Sunbury,Pennsylvania,17801,,
,,,Sanderson Farms,127 Flynt Rd.,Laurel,Mississippi,39443,,
,,,StanCorp Financial Group,1100 S.W. Sixth Ave.,Portland,Oregon,97204,,
,,,Hyster-Yale Materials Handling,5875 Landerbrook Dr.,Cleveland,Ohio,44124,,
,,,Wolverine World Wide,9341 Cortland Dr. N.E.,Rockford,Michigan,49351,,
,,,DST Systems,333 W. 11th St.,Kansas City,Missouri,64105,,
,,,Legg Mason,100 International Dr.,Baltimore,Maryland,21202,,
,,,Teradata,10000 Innovation Dr.,Dayton,Ohio,45342,,
,,,Aaron's,309 E. Paces Ferry Rd. N.E.,Atlanta,Georgia,30305,,
,,,Antero Resources,1615 Wynkoop Street,Denver,Colorado,80202,,
,,,Metaldyne Performance Group,47659 Halyard Drive,Plymouth,Michigan,48170,,
,,,Range Resources,"100 Throckmorton Street, Ste",Fort Worth,Texas,76102,,
,,,Vornado Realty Trust,888 Seventh Ave.,New York,New York,10019,,
,,,Boyd Gaming,3883 Howard Hughes Pkwy.,Las Vegas,Nevada,89169,,
,,,Covance,210 Carnegie Center,Princeton,New Jersey,8540,,
,,,Armstrong World Industries,2500 Columbia Ave.,Lancaster,Pennsylvania,17603,,
,,,Cracker Barrel Old Country Stor,305 Hartmann Dr.,Lebanon,Tennessee,37087,,
,,,Chico's FAS,11215 Metro Pkwy.,Fort Myers,Florida,33966,,
,,,Scripps Networks Interactive,9721 Sherrill Blvd.,Knoxville,Tennessee,37932,,
,,,Universal Forest Products,2801 E. Beltline N.E.,Grand Rapids,Michigan,49525,,
,,,Concho Resources,600 W. Illinois Ave.,Midland,Texas,79701,,
,,,ITT,1133 Westchester Ave.,White Plains,New York,10604,,
,,,HCC Insurance Holdings,13403 Northwest Freeway,Houston,Texas,77040,,
,,,Moog,Jamison Rd.,East Aurora,New York,14052,,
,,,IMS Health Holdings,83 Wooster Heights Rd.,Danbury,Connecticut,6810,,
,,,Cinemark Holdings,3900 Dallas Pkwy.,Plano,Texas,75093,,
,,,Comerica,1717 Main St.,Dallas,Texas,75201,,
,,,Equity Residential,2 N. Riverside Plaza,Chicago,Illinois,60606,,
,,,Ryland Group,3011 Townsgate Rd.,Westlake Village,California,91361,,
,,,GNC Holdings,300 Sixth Ave.,Pittsburgh,Pennsylvania,15222,,
,,,ArcBest,3801 Old Greenwood Rd.,Fort Smith,Arkansas,72903,,
,,,Vectren,1 Vectren Sq.,Evansville,Indiana,47708,,
,,,Curtiss-Wright,13925 Ballantyne Corporate Pl,Charlotte,North Carolina,28277,,
,,,Tupperware Brands,14901 S. Orange Blossom Trail,Orlando,Florida,32837,,
,,,Westar Energy,818 S. Kansas Ave.,Topeka,Kansas,66612,,
,,,Albemarle,451 Florida St.,Baton Rouge,Louisiana,70801,,
,,,AptarGroup,475 W. Terra Cotta Ave.,Crystal Lake,Illinois,60014,,
,,,Pinnacle Foods,399 Jefferson Rd.,Parsippany,New Jersey,7054,,
,,,Penn National Gaming,825 Berkshire Blvd.,Wyomissing,Pennsylvania,19610,,
,,,J.Crew Group,770 Broadway,New York,New York,10003,,
,,,Vantiv,8500 Governor's Hill Dr.,Symmes Township,Ohio,45249,,
,,,Kansas City Southern,427 W. 12th St.,Kansas City,Missouri,64105,,
,,,Caleres,8300 Maryland Ave.,St. Louis,Missouri,63105,,
,,,Nu Skin Enterprises,75 W. Center St.,Provo,Utah,84601,,
,,,Great Plains Energy,1200 Main St.,Kansas City,Missouri,64105,,
,,,Kirby,55 Waugh Dr.,Houston,Texas,77007,,
,,,General Growth Properties,110 N. Wacker Dr.,Chicago,Illinois,60606,,
,,,Broadridge Financial Solutions,1981 Marcus Ave.,Lake Success,New York,11042,,
,,,Stericycle,28161 N. Keith Dr.,Lake Forest,Illinois,60045,,
,,,Global Payments,10 Glenlake Pkwy.,Atlanta,Georgia,30328,,
,,,Nortek,50 Kennedy Plaza,Providence,Rhode Island,2903,,
,,,Schnitzer Steel Industries,299 S.W. Clay St..,Portland,Oregon,97201,,
,,,Universal,9201 Forest Hill Ave.,Richmond,Virginia,23235,,
,,,ANN,7 Times Sq.,New York,New York,10036,,
,,,Hologic,35 Crosby Dr.,Bedford,Massachusetts,1730,,
,,,Panera Bread,3630 S. Geyer Rd.,St. Louis,Missouri,63127,,
,,,AOL,770 Broadway,New York,New York,10003,,
,,,SM Energy,1775 Sherman St.,Denver,Colorado,80203,,
,,,Paychex,911 Panorama Trail S.,Rochester,New York,14625,,
,,,PriceSmart,9740 Scranton Rd.,San Diego,California,92121,,
,,,Autodesk,111 McInnis Pkwy.,San Rafael,California,94903,,
,,,Affiliated Managers Group,600 Hale St.,Prides Crossing,Massachusetts,1965,,
,,,Tops Holding,6363 Main St.,Williamsville,New York,14221,,
,,,Dynegy,"601 Travis Street, Ste 1400",Houston,Texas,77002,,
,,,DSW,810 DSW Dr.,Columbus,Ohio,43219,,
,,,Vishay Intertechnology,63 Lancaster Ave.,Malvern,Pennsylvania,19355,,
,,,Mettler-Toledo International,1900 Polaris Pkwy.,Columbus,Ohio,43240,,
,,,SunEdison,501 Pearl Dr.,St. Peters,Missouri,63376,,
,,,Tetra Tech,3475 E. Foothill Blvd.,Pasadena,California,91107,,
,,,Momentive Performance Materials,260 Hudson River Rd.,Waterford,New York,12188,,
,,,EnerSys,2366 Bernville Rd.,Reading,Pennsylvania,19605,,
,,,Donaldson,1400 W. 94th St.,Minneapolis,Minnesota,55431,,
,,,EQT,625 Liberty Ave.,Pittsburgh,Pennsylvania,15222,,
,,,Monster Beverage,1 Monster Way,Corona,California,92879,,
,,,PC Connection,730 Milford Rd.,Merrimack,New Hampshire,3054,,
,,,Total System Services,1 TSYS Way,Columbus,Georgia,31901,,
,,,ServiceMaster Global Holdings,860 Ridge Lake Blvd.,Memphis,Tennessee,38120,,
,,,Medical Mutual of Ohio,2060 E. Ninth St.,Cleveland,Ohio,44115,,
,,,Applied Industrial Technologies,1 Applied Plaza,Cleveland,Ohio,44115,,
,,,Maxim Integrated Products,160 Rio Robles,San Jose,California,95134,,
,,,OGE Energy,321 N. Harvey Ave.,Oklahoma City,Oklahoma,73102,,
,,,A. Schulman,3637 Ridgewood Rd.,Fairlawn,Ohio,44333,,
,,,Equinix,1 Lagoon Dr.,Redwood City,California,94065,,
,,,Mednax,1301 Concord Terrace,Sunrise,Florida,33323,,
,,,Equifax,1550 Peachtree St. N.W.,Atlanta,Georgia,30309,,
,,,Standard Pacific,15360 Barranca Pkwy.,Irvine,California,92618,,
,,,Denbury Resources,5320 Legacy Dr.,Plano,Texas,75024,,
,,,Cimarex Energy,1700 Lincoln St.,Denver,Colorado,80203,,
,,,Mutual of America Life Insuranc,320 Park Ave.,New York,New York,10022,,
,,,Guess,1444 S. Alameda St.,Los Angeles,California,90021,,
,,,Post Holdings,2503 S. Hanley Road,St. Louis,Missouri,63144,,
,,,HealthSouth,3660 Grandview Pkwy.,Birmingham,Alabama,35243,,
,,,Ferrellgas Partners,7500 College Blvd.,Overland Park,Kansas,66210,,
,,,KB Home,10990 Wilshire Blvd.,Los Angeles,California,90024,,
,,,Boston Properties,800 Boylston St.,Boston,Massachusetts,2199,,
,,,Trimble Navigation,935 Stewart Dr.,Sunnyvale,California,94085,,
,,,Teledyne Technologies,1049 Camino Dos Rios,Thousand Oaks,California,91360,,
,,,Acuity Brands,1170 Peachtree St. N.E.,Atlanta,Georgia,30309,,
,,,Skechers U.S.A.,228 Manhattan Beach Blvd #200,Manhattan Beach,California,90266,,
,,,Xilinx,2100 Logic Dr.,San Jose,California,95124,,
,,,Plexus,1 Plexus Way,Neenah,Wisconsin,54956,,
,,,Newfield Exploration,4 Waterway Square Place,The Woodlands,Texas,77380,,
,,,TransDigm Group,1301 E. Ninth St.,Cleveland,Ohio,44114,,
,,,Kar Auction Services,13085 Hamilton Crossing Blvd.,Carmel,Indiana,46032,,
,,,Mueller Industries,8285 Tournament Dr.,Memphis,Tennessee,38125,,
,,,Zions Bancorp.,1 S. Main St.,Salt Lake City,Utah,84133,,
,,,Insperity,19001 Crescent Springs Dr.,Kingwood,Texas,77339,,
,,,XPO Logistics,Five Greenwich Office Park,Greenwhich,Connecticut,6831,,
,,,Sears Hometown & Outlet Stores,5500 Trillium Blvd.,Hoffman Estates,Illinois,60192,,
,,,A.O. Smith,11270 W. Park Pl.,Milwaukee,Wisconsin,53224,,
,,,Alliance One International,8001 Aerial Center Pkwy.,Morrisville,North Carolina,27560,,
,,,Take-Two Interactive Software,622 Broadway,New York,New York,10012,,
,,,hhgregg,4151 E. 96th St.,Indianapolis,Indiana,46240,,
,,,RPC,"2801 Buford Hwy, Suite 520",Atlanta,Georgia,30329,,
,,,NewMarket,330 S. Fourth St.,Richmond,Virginia,23219,,
,,,Beacon Roofing Supply,505 Huntmar Park Dr.,Herndon,Virginia,20170,,
,,,Edwards Lifesciences,1 Edwards Way,Irvine,California,92614,,
,,,Triple-S Management,1441 F.D. Roosevelt Ave.,San Juan,Puerto Rico,920,,
,,,Hawaiian Holdings,3375 Koapaka St.,Honolulu,Hawaii,96819,,
,,,Heartland Payment Systems,90 Nassau St.,Princeton,New Jersey,8542,,
,,,Belden,1 N. Brentwood Blvd.,St. Louis,Missouri,63105,,
,,,Magellan Midstream Partners,1 Williams Center,Tulsa,Oklahoma,74172,,
,,,Outerwall,1800 114th Ave. S.E.,Bellevue,Washington,98004,,
,,,KapStone Paper & Packaging,"1101 Skokie Blvd, Suite 300",Northbrook,Illinois,60062,,
,,,Alliance Holdings,1717 S. Boulder Ave.,Tulsa,Oklahoma,74119,,
,,,Skyworks Solutions,20 Sylvan Rd,Woburn,Massachusetts,1801,,
,,,Ciena,7035 Ridge Rd.,Hanover,Maryland,21076,,
,,,Granite Construction,585 W. Beach St.,Watsonville,California,95076,,
,,,Education Management,210 Sixth Ave.,Pittsburgh,Pennsylvania,15222,,
,,,Party City Holdings,80 Grasslands Rd.,Elmsford,New York,10523,,
,,,HCP,3760 Kilroy Airport Way,Long Beach,California,90806,,
,,,Parexel International,195 West St.,Waltham,Massachusetts,2451,,
,,,Delta Tucker Holdings,1700 Old Meadow Rd.,McLean,Virginia,22102,,
,,,Pinnacle Entertainment,3980 Howard Hughes Parkway,Las Vegas,Nevada,89169,,
,,,Stifel Financial,501 N. Broadway,St. Louis,Missouri,63102,,
,,,Pool,109 Northpark Blvd.,Covington,Louisiana,70433,,
,,,Olin,190 Carondelet Plaza,Clayton,Missouri,63105,,
,,,Knights of Columbus,1 Columbus Plaza,New Haven,Connecticut,6510,,
,,,PerkinElmer,940 Winter St.,Waltham,Massachusetts,2451,,
,,,Alexion Pharmaceuticals,352 Knotter Drive,Cheshire,Connecticut,6410,,
,,,IHS,321 Inverness Drive South,Englewood,Colorado,80112,,
,,,Oil States International,333 Clay St.,Houston,Texas,77002,,
,,,HNI,408 E. Second St.,Muscatine,Iowa,52761,,
,,,LinkedIn,2029 Stierlin Ct. Ste. 200,Mountain View,California,94043,,
,,,Diplomat Pharmacy,"4100 S. Saginaw St., Suite D",Flint,Michigan,48507,,
,,,Brocade Communications Systems,130 Holger Way,San Jose,California,95134,,
,,,Greenbrier Cos.,"One Centerpointe Drive, Suite",Lake Oswego,Oregon,97035,,
,,,AMC Networks,11 Penn Plaza,New York,New York,10001,,
,,,Kemper,1 E. Wacker Dr.,Chicago,Illinois,60601,,
,,,Ocwen Financial,2002 Summit Blvd.,Atlanta,Georgia,30319,,
,,,Public Storage,701 Western Ave.,Glendale,California,91201,,
,,,TriNet Group,1100 San Leandro Blvd. Ste 40,San Leandro,California,94577,,
,,,Chemtura,1818 Market St.,Philadelphia,Pennsylvania,19103,,
,,,Symetra Financial,777 108th Ave. N.E.,Bellevue,Washington,98004,,
,,,Tower International,17672 Laurel Park Dr. N.,Livonia,Michigan,48152,,
,,,Meritage Homes,"8800 East Raintree, Ste 300",Scottsdale,Arizona,85260,,
,,,MarkWest Energy Partners,"1515 Arapahoe Street, Tower 1",Denver,Colorado,80202,,
,,,Bio-Rad Laboratories,1000 Alfred Nobel Dr.,Hercules,California,94547,,
,,,TrueBlue,1015 A Street,Tacoma,Washington,98401,,
,,,Cabot Oil & Gas,840 Gessner Road,Houston,Texas,77024,,
,,,Carpenter Technology,2 Meridian Blvd.,Wyomissing,Pennsylvania,19610,,
,,,Toro,8111 Lyndale Ave. S.,Bloomington,Minnesota,55420,,
,,,American Equity Investment Life,6000 Westown Pkwy.,West Des Moines,Iowa,50266,,
,,,Express,1 Express Dr.,Columbus,Ohio,43230,,
,,,Eastman Kodak,343 State St.,Rochester,New York,14650,,
,,,Hain Celestial Group,1111 Marcus Avenue,Lake Success,New York,11042,,
,,,Nationstar Mortgage Holdings,8950 Cypress Waters Boulevard,Coppell,Texas,75019,,
,,,IDEX,1925 W. Field Court,Lake Forest,Illinois,60045,,
,,,Popular,209 Mu?_____oz Rivera Ave.,Hato Rey,Puerto Rico,918,,
,,,Werner Enterprises,14507 Frontier Rd.,Omaha,Nebraska,68138,,
,,,Esterline Technologies,500 108th Ave. N.E.,Bellevue,Washington,98004,,
,,,Intuitive Surgical,1020 Kifer Rd.,Sunnyvale,California,94086,,
,,,Allison Transmission Holdings,1 Allison Way,Indianaoplis,Indiana,46222,,
,,,SemGroup,6120 S. Yale Avenue,Tulsa,Oklahoma,74136,,
,,,Southwest Gas,5241 Spring Mountain Rd.,Las Vegas,Nevada,89150,,
,,,G-III Apparel Group,512 7th Avenue,New York,New York,10018,,
,,,National Fuel Gas,6363 Main Street,Williamsville,New York,14221,,
,,,H.B. Fuller,1200 Willow Lake Blvd.,St. Paul,Minnesota,55110,,
,,,Penn Mutual Life Insurance,600 Dresher Road,Horsham,Pennsylvania,19044,,
,,,RCS Capital,"405 Park Ave, 14th Floor",New York,New York,10022,,
,,,Columbia Sportswear,14375 NW Science Park Drive,Portland,Oregon,97229,,
,,,Amica Mutual Insurance,100 Amica Way,Lincoln,Rhode Island,2865,,
,,,Primoris Services,2100 McKinney Ave.,Dallas,Texas,75201,,
,,,Energen,"605 Richard Arrington, Jr. Bl",Birmingham,Alabama,35203,,
,,,Rexnord,4701 W. Greenfield Ave.,Milwaukee,Wisconsin,53214,,
,,,Seventy Seven Energy,777 NW 63rd St.,Oklahoma City,Kansas,73116,,
,,,Waste Connections,3 Waterway Square Place,The Woodlands,Texas,77380,,
,,,"Pep Boys-Manny, Moe & Jack",3111 W. Allegheny Ave.,Philadelphia,Pennsylvania,19132,,
,,,Harsco,350 Poplar Church Rd.,Camp Hill,Pennsylvania,17011,,
,,,Hovnanian Enterprises,110 West Front Street,Red Bank,New Jersey,7701,,
,,,Willbros Group,4400 Post Oak Pkwy.,Houston,Texas,77027,,
,,,Wendy's,1 Dave Thomas Blvd.,Dublin,Ohio,43017,,
,,,International Game Technology,6355 S. Buffalo Dr.,Las Vegas,Nevada,89113,,
,,,Synopsys,700 E. Middlefield Rd.,Mountain View,California,94043,,
,,,Universal American,44 S. Broadway,White Plains,New York,10601,,
,,,AAR,1100 N. Wood Dale Rd.,Wood Dale,Illinois,60191,,
,,,Selective Insurance Group,40 Wantage Ave.,Branchville,New Jersey,7890,,
,,,Gartner,56 Top Gallant Road,Stamford,Connecticut,6902,,
,,,E*Trade Financial,1271 Ave. of the Americas,New York,New York,10020,,
